timestamp,rule_count,agent_cpu_pct,agent_mem_mb
2026-02-12T15:08:41,50,1.00,189.2
2026-02-12T15:08:42,50,1.98,189.2
2026-02-12T15:08:43,50,1.99,189.2
2026-02-12T15:08:44,50,0.99,189.2
2026-02-12T15:08:45,50,1.98,189.2
2026-02-12T15:08:46,50,0.99,189.2
2026-02-12T15:08:47,50,1.98,189.2
2026-02-12T15:08:48,50,1.98,189.2
2026-02-12T15:08:49,50,0.99,189.2
2026-02-12T15:08:50,50,0.99,189.2
2026-02-12T15:08:51,50,1.97,189.2
2026-02-12T15:08:52,50,1.97,189.2
2026-02-12T15:08:53,50,1.97,189.2
2026-02-12T15:08:54,50,0.99,189.2
2026-02-12T15:08:55,50,0.99,189.2
2026-02-12T15:08:56,50,1.98,189.2
2026-02-12T15:08:57,50,16.87,113.3
2026-02-12T15:08:58,50,1.98,113.3
2026-02-12T15:08:59,50,0.99,113.3
2026-02-12T15:09:00,50,0.99,113.3
2026-02-12T15:09:01,50,0.99,113.3
2026-02-12T15:09:03,50,2.97,113.3
2026-02-12T15:09:04,50,1.98,113.3
2026-02-12T15:09:05,50,0.99,113.3
2026-02-12T15:09:06,50,0.99,113.3
2026-02-12T15:09:07,50,0.99,113.3
2026-02-12T15:09:08,50,2.97,113.3
2026-02-12T15:09:09,50,1.98,113.3
2026-02-12T15:09:10,50,0.00,113.3
2026-02-12T15:09:11,50,1.98,113.3
2026-02-12T15:09:12,50,0.99,113.3
2026-02-12T15:09:13,50,1.98,113.3
2026-02-12T15:09:14,50,2.97,113.3
2026-02-12T15:09:15,50,0.00,113.3
2026-02-12T15:09:16,50,1.98,113.3
2026-02-12T15:09:17,50,0.00,113.3
2026-02-12T15:09:18,50,3.94,113.3
2026-02-12T15:09:19,50,0.99,113.3
2026-02-12T15:09:20,50,1.98,113.3
2026-02-12T15:09:21,50,0.99,113.3
2026-02-12T15:09:22,50,0.99,113.3
2026-02-12T15:09:23,50,2.96,113.3
2026-02-12T15:09:24,50,1.98,113.3
2026-02-12T15:09:25,50,0.00,113.3
2026-02-12T15:09:26,50,1.98,113.3
2026-02-12T15:09:27,50,0.99,113.3
2026-02-12T15:09:28,50,15.83,109.3
2026-02-12T15:09:29,50,0.99,109.3
2026-02-12T15:09:30,50,0.99,109.3
2026-02-12T15:09:31,50,0.99,109.3
2026-02-12T15:09:32,50,1.98,109.3
2026-02-12T15:09:33,50,1.98,109.3
2026-02-12T15:09:34,50,0.99,109.3
2026-02-12T15:09:35,50,1.98,109.3
2026-02-12T15:09:36,50,0.99,109.3
2026-02-12T15:09:37,50,0.99,109.3
2026-02-12T15:09:38,50,3.96,109.3
2026-02-12T15:09:39,50,0.99,109.3
2026-02-12T15:09:40,50,1.98,109.3
2026-02-12T15:09:41,50,0.00,109.3
2026-02-12T15:09:42,50,2.96,109.3
2026-02-12T15:09:43,50,1.98,109.3
2026-02-12T15:09:44,50,0.99,109.3
2026-02-12T15:09:45,50,0.99,109.3
2026-02-12T15:09:46,50,1.98,109.3
2026-02-12T15:09:47,50,2.97,109.3
2026-02-12T15:09:48,50,1.98,109.3
2026-02-12T15:09:49,50,0.99,109.3
2026-02-12T15:09:50,50,0.00,109.3
2026-02-12T15:09:51,50,0.99,109.3
2026-02-12T15:09:52,50,2.97,109.3
2026-02-12T15:09:53,50,2.97,109.3
2026-02-12T15:09:54,50,0.00,109.3
