timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T21:53:41,100,1.00,110.9,2.4,3376,63960
2026-02-12T21:53:42,100,0.99,110.9,2.2,3368,63960
2026-02-12T21:53:43,100,0.00,110.9,2.2,3358,63960
2026-02-12T21:53:44,100,0.00,110.9,2.2,3350,63960
2026-02-12T21:53:45,100,0.99,110.9,2.3,3338,63960
2026-02-12T21:53:46,100,0.00,110.9,2.3,3330,63960
2026-02-12T21:53:47,100,0.99,110.9,2.2,3325,63960
2026-02-12T21:53:48,100,0.00,110.9,2.2,3311,63960
2026-02-12T21:53:49,100,0.00,110.9,2.2,3311,63960
2026-02-12T21:53:50,100,0.00,110.9,2.2,3305,63960
