timestamp,rule_count,agent_cpu_pct,agent_mem_mb
2026-02-12T15:10:03,50,1.99,107.6
2026-02-12T15:10:04,50,0.99,107.6
2026-02-12T15:10:05,50,0.99,107.6
2026-02-12T15:10:07,50,1.98,107.6
2026-02-12T15:10:08,50,1.98,107.6
2026-02-12T15:10:09,50,0.99,107.6
2026-02-12T15:10:10,50,1.98,107.6
2026-02-12T15:10:11,50,0.99,107.6
2026-02-12T15:10:12,50,0.99,107.6
2026-02-12T15:10:13,50,1.98,107.6
2026-02-12T15:10:14,50,1.98,107.6
2026-02-12T15:10:15,50,0.99,107.6
2026-02-12T15:10:16,50,1.98,107.6
2026-02-12T15:10:17,50,0.99,107.6
2026-02-12T15:10:18,50,1.98,107.6
2026-02-12T15:10:19,50,2.96,107.6
2026-02-12T15:10:20,50,0.00,107.6
2026-02-12T15:10:21,50,0.99,107.6
2026-02-12T15:10:22,50,1.99,107.6
2026-02-12T15:10:23,50,1.98,107.6
2026-02-12T15:10:24,50,0.99,107.6
2026-02-12T15:10:25,50,0.99,107.6
2026-02-12T15:10:26,50,0.99,107.6
2026-02-12T15:10:27,50,0.99,107.6
2026-02-12T15:10:28,50,2.97,107.6
2026-02-12T15:10:29,50,0.99,107.6
2026-02-12T15:10:30,50,1.98,107.6
2026-02-12T15:10:31,50,0.99,107.6
2026-02-12T15:10:32,50,13.86,107.6
2026-02-12T15:10:33,50,2.97,107.6
2026-02-12T15:10:34,50,0.99,107.6
2026-02-12T15:10:35,50,0.99,107.6
2026-02-12T15:10:36,50,0.99,107.6
2026-02-12T15:10:37,50,1.98,107.6
2026-02-12T15:10:38,50,2.96,107.6
2026-02-12T15:10:39,50,0.98,107.6
2026-02-12T15:10:40,50,1.97,107.6
2026-02-12T15:10:41,50,0.98,107.6
2026-02-12T15:10:42,50,0.99,107.6
2026-02-12T15:10:43,50,2.97,107.6
2026-02-12T15:10:44,50,0.99,107.6
2026-02-12T15:10:45,50,1.98,107.6
2026-02-12T15:10:46,50,0.99,107.6
2026-02-12T15:10:47,50,0.00,107.6
2026-02-12T15:10:48,50,3.96,107.6
2026-02-12T15:10:49,50,0.99,107.6
2026-02-12T15:10:50,50,0.99,107.6
2026-02-12T15:10:51,50,0.99,107.6
2026-02-12T15:10:52,50,0.99,107.6
2026-02-12T15:10:53,50,2.97,107.6
2026-02-12T15:10:54,50,0.99,107.6
2026-02-12T15:10:55,50,1.98,107.6
2026-02-12T15:10:56,50,0.00,107.6
2026-02-12T15:10:57,50,0.99,107.6
2026-02-12T15:10:58,50,3.96,107.6
2026-02-12T15:10:59,50,0.99,107.6
2026-02-12T15:11:00,50,0.99,107.6
2026-02-12T15:11:01,50,0.99,107.6
2026-02-12T15:11:02,50,16.83,107.6
2026-02-12T15:11:03,50,3.95,107.6
2026-02-12T15:11:04,50,0.99,107.6
2026-02-12T15:11:06,50,2.97,107.6
2026-02-12T15:11:07,50,0.00,107.6
2026-02-12T15:11:08,50,0.99,107.6
2026-02-12T15:11:09,50,3.96,107.6
2026-02-12T15:11:10,50,0.99,107.6
2026-02-12T15:11:11,50,1.98,107.6
2026-02-12T15:11:12,50,0.99,107.6
2026-02-12T15:11:13,50,0.99,107.6
2026-02-12T15:11:14,50,3.96,107.6
2026-02-12T15:11:15,50,0.99,107.6
2026-02-12T15:11:16,50,1.98,107.6
2026-02-12T15:11:17,50,0.99,107.6
2026-02-12T15:11:18,50,0.00,107.6
2026-02-12T15:11:19,50,3.96,107.6
2026-02-12T15:11:20,50,0.99,107.6
2026-02-12T15:11:21,50,0.99,107.6
2026-02-12T15:11:22,50,0.99,107.6
