timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T21:53:06,100,1.00,111.7,2.1,3381,63960
2026-02-12T21:53:07,100,0.99,111.7,2.2,3381,63960
2026-02-12T21:53:08,100,0.00,111.7,2.2,3377,63960
2026-02-12T21:53:09,100,0.00,111.7,2.4,3370,63960
2026-02-12T21:53:10,100,0.99,111.7,2.2,3357,63960
2026-02-12T21:53:11,100,0.00,111.7,2.4,3366,63960
2026-02-12T21:53:12,100,0.00,111.7,2.2,3359,63960
2026-02-12T21:53:13,100,6.94,110.9,2.4,3350,63960
2026-02-12T21:53:14,100,0.99,110.9,2.2,3344,63960
2026-02-12T21:53:15,100,0.00,110.9,2.3,3351,63960
