timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T21:34:31,1,0.00,158.4,0.7,2722,63960
2026-02-12T21:34:32,1,0.00,158.4,0.6,2717,63960
2026-02-12T21:34:33,1,1.00,158.4,0.5,2715,63960
2026-02-12T21:34:34,1,0.00,158.4,0.6,2709,63960
2026-02-12T21:34:35,1,0.00,158.4,0.8,2719,63960
2026-02-12T21:34:36,1,1.00,158.4,0.5,2716,63960
2026-02-12T21:34:37,1,0.00,158.4,0.6,2715,63960
2026-02-12T21:34:38,1,0.00,158.4,0.6,2709,63960
2026-02-12T21:34:39,1,1.00,158.4,0.7,2706,63960
2026-02-12T21:34:40,1,1.00,158.4,0.7,2702,63960
