timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T21:51:03,100,0.00,155.7,1.5,3416,63960
2026-02-12T21:51:04,100,0.00,156.1,1.6,3409,63960
2026-02-12T21:51:05,100,0.99,156.4,1.7,3418,63960
2026-02-12T21:51:06,100,0.00,156.8,1.5,3418,63960
2026-02-12T21:51:07,100,0.99,156.8,1.6,3413,63960
2026-02-12T21:51:08,100,0.00,157.2,1.5,3411,63960
2026-02-12T21:51:09,100,0.99,157.6,2.3,3406,63960
2026-02-12T21:51:10,100,0.00,157.6,1.7,3417,63960
2026-02-12T21:51:11,100,0.00,157.9,1.5,3417,63960
2026-02-12T21:51:12,100,0.00,158.7,1.6,3411,63960
