timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T21:45:02,50,0.00,197.5,1.0,3097,63960
2026-02-12T21:45:03,50,0.99,197.8,1.1,3094,63960
2026-02-12T21:45:04,50,0.00,198.6,1.0,3091,63960
2026-02-12T21:45:05,50,0.99,199.3,1.3,3104,63960
2026-02-12T21:45:06,50,0.00,199.3,1.0,3101,63960
2026-02-12T21:45:07,50,0.00,199.3,1.3,3093,63960
2026-02-12T21:45:08,50,1.00,199.7,1.0,3092,63960
2026-02-12T21:45:09,50,0.00,200.5,1.0,3089,63960
2026-02-12T21:45:10,50,0.00,200.8,1.0,3087,63960
2026-02-12T21:45:11,50,0.00,201.6,1.3,3087,63960
