timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T21:37:23,5,0.00,187.4,0.6,2779,63960
2026-02-12T21:37:24,5,0.00,187.8,0.6,2773,63960
2026-02-12T21:37:25,5,1.00,187.8,0.8,2790,63960
2026-02-12T21:37:26,5,1.00,188.9,0.6,2785,63960
2026-02-12T21:37:27,5,0.00,188.9,0.8,2778,63960
2026-02-12T21:37:28,5,0.00,188.9,0.6,2768,63960
2026-02-12T21:37:29,5,0.99,189.3,1.4,2763,63960
2026-02-12T21:37:30,5,0.00,189.3,0.7,2761,63960
2026-02-12T21:37:31,5,0.00,189.3,0.9,2767,63960
2026-02-12T21:37:32,5,1.00,189.3,0.7,2762,63960
