timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T21:51:38,100,1.00,164.3,2.1,3423,63960
2026-02-12T21:51:39,100,0.00,164.3,2.2,3414,63960
2026-02-12T21:51:40,100,0.00,165.1,2.2,3407,63960
2026-02-12T21:51:41,100,0.00,157.2,2.3,3387,63960
2026-02-12T21:51:42,100,7.94,132.5,2.4,3384,63960
2026-02-12T21:51:43,100,0.00,132.5,2.3,3376,63960
2026-02-12T21:51:44,100,0.99,132.5,2.3,3396,63960
2026-02-12T21:51:45,100,0.00,132.5,2.2,3396,63960
2026-02-12T21:51:46,100,0.99,132.5,2.2,3390,63960
2026-02-12T21:51:48,100,0.00,132.5,2.1,3388,63960
