timestamp,rule_count,agent_cpu_pct,agent_mem_mb
2026-02-12T15:05:22,10,0.00,124.4
2026-02-12T15:05:23,10,2.96,124.4
2026-02-12T15:05:24,10,0.99,124.4
2026-02-12T15:05:25,10,0.99,124.4
2026-02-12T15:05:26,10,2.96,124.4
2026-02-12T15:05:27,10,0.98,124.4
2026-02-12T15:05:28,10,0.99,124.4
2026-02-12T15:05:29,10,0.99,124.4
2026-02-12T15:05:30,10,1.97,124.4
2026-02-12T15:05:31,10,1.98,124.4
2026-02-12T15:05:32,10,0.99,124.4
2026-02-12T15:05:33,10,1.98,124.4
2026-02-12T15:05:34,10,0.99,124.4
2026-02-12T15:05:35,10,0.99,124.4
2026-02-12T15:05:36,10,14.79,104.5
2026-02-12T15:05:37,10,1.97,104.5
2026-02-12T15:05:38,10,0.99,104.5
2026-02-12T15:05:39,10,1.97,104.5
2026-02-12T15:05:40,10,0.99,104.5
2026-02-12T15:05:41,10,1.97,104.5
2026-02-12T15:05:42,10,1.97,104.5
2026-02-12T15:05:43,10,1.97,104.5
2026-02-12T15:05:44,10,0.00,104.5
2026-02-12T15:05:45,10,0.98,104.5
2026-02-12T15:05:46,10,3.94,104.5
2026-02-12T15:05:47,10,1.97,104.5
2026-02-12T15:05:48,10,0.00,104.5
2026-02-12T15:05:49,10,1.97,104.5
