timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T21:44:45,50,1.00,192.2,1.8,3107,63960
2026-02-12T21:44:46,50,0.99,192.6,1.1,3100,63960
2026-02-12T21:44:47,50,0.00,192.6,1.1,3097,63960
2026-02-12T21:44:48,50,0.99,193.0,1.0,3091,63960
2026-02-12T21:44:49,50,0.00,193.3,1.1,3089,63960
2026-02-12T21:44:50,50,0.00,194.1,1.1,3074,63960
2026-02-12T21:44:51,50,1.00,194.5,1.2,3078,63960
2026-02-12T21:44:52,50,0.00,194.8,1.1,3075,63960
2026-02-12T21:44:53,50,0.00,195.2,1.1,3066,63960
2026-02-12T21:44:54,50,0.99,195.6,1.1,3064,63960
