timestamp,rule_count,agent_cpu_pct,agent_mem_mb
2026-02-12T15:40:22,250,1.98,137.9
2026-02-12T15:40:23,250,2.96,137.9
2026-02-12T15:40:24,250,0.99,137.9
2026-02-12T15:40:25,250,0.99,137.9
2026-02-12T15:40:26,250,0.99,137.9
2026-02-12T15:40:27,250,0.99,137.9
2026-02-12T15:40:28,250,2.96,137.9
2026-02-12T15:40:29,250,0.99,137.9
2026-02-12T15:40:30,250,1.98,137.9
2026-02-12T15:40:31,250,1.97,137.9
2026-02-12T15:40:32,250,0.00,137.9
2026-02-12T15:40:33,250,2.96,137.9
2026-02-12T15:40:34,250,0.99,137.9
2026-02-12T15:40:35,250,0.99,137.9
2026-02-12T15:40:36,250,0.99,137.9
2026-02-12T15:40:37,250,1.97,137.9
2026-02-12T15:40:38,250,1.97,137.9
2026-02-12T15:40:39,250,0.99,137.9
2026-02-12T15:40:40,250,1.98,137.9
2026-02-12T15:40:41,250,0.99,137.9
2026-02-12T15:40:42,250,1.97,137.9
2026-02-12T15:40:43,250,0.98,137.9
2026-02-12T15:40:44,250,20.72,137.9
2026-02-12T15:40:45,250,2.96,137.9
2026-02-12T15:40:46,250,1.97,137.9
2026-02-12T15:40:47,250,1.98,137.9
2026-02-12T15:40:48,250,1.98,137.9
2026-02-12T15:40:49,250,0.99,137.9
2026-02-12T15:40:50,250,0.98,137.9
2026-02-12T15:40:51,250,1.97,137.9
2026-02-12T15:40:52,250,2.96,137.9
2026-02-12T15:40:53,250,0.00,137.9
2026-02-12T15:40:54,250,0.99,137.9
2026-02-12T15:40:55,250,1.98,137.9
2026-02-12T15:40:56,250,0.99,137.9
2026-02-12T15:40:57,250,2.96,137.9
2026-02-12T15:40:58,250,0.99,137.9
2026-02-12T15:40:59,250,0.99,137.9
2026-02-12T15:41:00,250,1.98,137.9
2026-02-12T15:41:01,250,0.99,137.9
2026-02-12T15:41:02,250,2.97,137.9
2026-02-12T15:41:03,250,0.00,137.9
2026-02-12T15:41:04,250,0.99,137.9
2026-02-12T15:41:05,250,2.96,137.9
