timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T21:33:56,1,65.63,158.0,1.8,2774,63960
2026-02-12T21:33:57,1,1.00,158.0,0.6,2767,63960
2026-02-12T21:33:58,1,0.00,158.0,0.6,2762,63960
2026-02-12T21:33:59,1,0.00,158.0,0.6,2755,63960
2026-02-12T21:34:00,1,1.00,158.0,0.6,2750,63960
2026-02-12T21:34:01,1,1.00,158.0,0.8,2737,63960
2026-02-12T21:34:02,1,0.00,158.0,0.6,2724,63960
2026-02-12T21:34:03,1,0.00,158.0,0.5,2716,63960
2026-02-12T21:34:04,1,1.00,158.0,1.3,2734,63960
2026-02-12T21:34:05,1,0.00,158.4,0.7,2748,63960
