timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T21:44:27,50,0.00,191.5,1.0,3237,63960
2026-02-12T21:44:28,50,0.00,191.5,1.1,3218,63960
2026-02-12T21:44:29,50,0.00,191.5,1.0,3208,63960
2026-02-12T21:44:30,50,1.00,191.5,1.4,3193,63960
2026-02-12T21:44:31,50,1.00,191.5,1.6,3199,63960
2026-02-12T21:44:32,50,0.00,191.5,1.0,3182,63960
2026-02-12T21:44:33,50,0.00,191.5,1.0,3178,63960
2026-02-12T21:44:34,50,0.00,191.5,1.0,3160,63960
2026-02-12T21:44:35,50,1.00,191.5,1.4,3169,63960
2026-02-12T21:44:36,50,0.00,191.5,1.1,3153,63960
