timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T21:50:28,100,0.00,154.6,1.5,3562,63960
2026-02-12T21:50:29,100,0.00,154.6,1.6,3552,63960
2026-02-12T21:50:30,100,0.99,154.6,1.6,3539,63960
2026-02-12T21:50:31,100,0.99,154.6,1.7,3539,63960
2026-02-12T21:50:32,100,0.00,154.6,1.5,3526,63960
2026-02-12T21:50:33,100,0.00,154.6,1.6,3520,63960
2026-02-12T21:50:34,100,0.99,154.6,1.6,3499,63960
2026-02-12T21:50:35,100,0.00,154.6,1.8,3500,63960
2026-02-12T21:50:36,100,0.00,154.6,2.1,3494,63960
2026-02-12T21:50:37,100,0.00,154.6,1.5,3485,63960
