timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T21:40:25,10,0.99,187.0,0.9,2929,63960
2026-02-12T21:40:26,10,0.00,187.0,0.7,2921,63960
2026-02-12T21:40:27,10,0.00,187.3,0.7,2913,63960
2026-02-12T21:40:28,10,0.00,187.3,0.9,2903,63960
2026-02-12T21:40:29,10,1.99,187.7,0.7,2892,63960
2026-02-12T21:40:30,10,0.00,188.1,0.8,2885,63960
2026-02-12T21:40:31,10,0.00,188.5,0.8,2894,63960
2026-02-12T21:40:32,10,0.99,188.5,0.7,2888,63960
2026-02-12T21:40:33,10,0.00,188.8,0.7,2884,63960
2026-02-12T21:40:34,10,0.00,188.8,0.7,2873,63960
