timestamp,rule_count,agent_cpu_pct,agent_mem_mb
2026-02-12T15:04:48,10,0.00,143.8
2026-02-12T15:04:49,10,1.97,143.8
2026-02-12T15:04:50,10,1.98,144.9
2026-02-12T15:04:51,10,1.97,144.9
2026-02-12T15:04:52,10,0.99,144.9
2026-02-12T15:04:53,10,0.99,144.9
2026-02-12T15:04:54,10,0.98,145.5
2026-02-12T15:04:55,10,3.95,146.0
2026-02-12T15:04:56,10,0.00,146.0
2026-02-12T15:04:57,10,2.96,146.6
2026-02-12T15:04:58,10,0.00,147.2
2026-02-12T15:04:59,10,1.98,147.2
2026-02-12T15:05:00,10,1.97,148.3
2026-02-12T15:05:01,10,0.99,148.3
2026-02-12T15:05:02,10,1.97,148.3
2026-02-12T15:05:03,10,6.91,130.3
2026-02-12T15:05:04,10,8.86,123.9
2026-02-12T15:05:05,10,2.96,124.4
2026-02-12T15:05:06,10,0.98,124.4
2026-02-12T15:05:07,10,1.97,124.4
2026-02-12T15:05:08,10,0.99,124.4
2026-02-12T15:05:09,10,0.99,124.4
2026-02-12T15:05:11,10,2.96,124.4
2026-02-12T15:05:12,10,1.97,124.4
2026-02-12T15:05:13,10,0.99,124.4
