timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T21:54:34,100,1.00,107.9,2.1,3349,63960
2026-02-12T21:54:35,100,0.00,107.9,2.3,3364,63960
2026-02-12T21:54:36,100,0.00,107.9,2.2,3363,63960
2026-02-12T21:54:37,100,0.99,107.9,2.2,3358,63960
2026-02-12T21:54:38,100,0.00,107.9,2.2,3358,63960
2026-02-12T21:54:39,100,0.00,107.9,2.2,3348,63960
2026-02-12T21:54:40,100,0.99,107.9,2.8,3346,63960
2026-02-12T21:54:41,100,0.99,107.9,2.5,3356,63960
2026-02-12T21:54:42,100,0.00,107.9,2.2,3354,63960
2026-02-12T21:54:43,100,6.95,107.9,2.3,3351,63960
