timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T21:41:00,10,0.00,194.5,0.6,2791,63960
2026-02-12T21:41:01,10,0.00,195.2,0.7,2800,63960
2026-02-12T21:41:02,10,0.00,195.6,0.6,2802,63960
2026-02-12T21:41:03,10,1.00,196.0,1.3,2799,63960
2026-02-12T21:41:04,10,0.00,196.3,0.7,2798,63960
2026-02-12T21:41:05,10,1.00,197.1,0.8,2797,63960
2026-02-12T21:41:06,10,0.00,197.5,0.8,2797,63960
2026-02-12T21:41:07,10,0.99,198.2,0.7,2795,63960
2026-02-12T21:41:08,10,0.00,199.0,0.7,2794,63960
2026-02-12T21:41:09,10,0.00,199.3,0.7,2788,63960
