label,rps_target,connections,trial,latency_us,percentile
vanilla,10000,10,1,733.000,0.091999
vanilla,10000,10,1,734.000,0.092166
vanilla,10000,10,1,734.000,0.092332
vanilla,10000,10,1,735.000,0.092499
vanilla,10000,10,1,735.000,0.092666
vanilla,10000,10,1,735.000,0.092832
vanilla,10000,10,1,735.000,0.092999
vanilla,10000,10,1,736.000,0.093166
vanilla,10000,10,1,736.000,0.093332
vanilla,10000,10,1,737.000,0.093499
vanilla,10000,10,1,737.000,0.093666
vanilla,10000,10,1,738.000,0.093832
vanilla,10000,10,1,738.000,0.093999
vanilla,10000,10,1,738.000,0.094166
vanilla,10000,10,1,739.000,0.094332
vanilla,10000,10,1,739.000,0.094499
vanilla,10000,10,1,739.000,0.094666
vanilla,10000,10,1,740.000,0.094832
vanilla,10000,10,1,740.000,0.094999
vanilla,10000,10,1,740.000,0.095166
vanilla,10000,10,1,741.000,0.095332
vanilla,10000,10,1,741.000,0.095499
vanilla,10000,10,1,742.000,0.095666
vanilla,10000,10,1,742.000,0.095832
vanilla,10000,10,1,742.000,0.095999
vanilla,10000,10,1,743.000,0.096166
vanilla,10000,10,1,743.000,0.096332
vanilla,10000,10,1,743.000,0.096499
vanilla,10000,10,1,744.000,0.096666
vanilla,10000,10,1,744.000,0.096832
vanilla,10000,10,1,744.000,0.096999
vanilla,10000,10,1,745.000,0.097166
vanilla,10000,10,1,745.000,0.097332
vanilla,10000,10,1,745.000,0.097499
vanilla,10000,10,1,746.000,0.097666
vanilla,10000,10,1,746.000,0.097832
vanilla,10000,10,1,746.000,0.097999
vanilla,10000,10,1,747.000,0.098166
vanilla,10000,10,1,747.000,0.098332
vanilla,10000,10,1,747.000,0.098499
vanilla,10000,10,1,748.000,0.098666
vanilla,10000,10,1,748.000,0.098832
vanilla,10000,10,1,748.000,0.098999
vanilla,10000,10,1,749.000,0.099166
vanilla,10000,10,1,749.000,0.099332
vanilla,10000,10,1,749.000,0.099499
vanilla,10000,10,1,750.000,0.099666
vanilla,10000,10,1,750.000,0.099832
vanilla,10000,10,1,750.000,0.099999
vanilla,10000,10,1,751.000,0.100166
vanilla,10000,10,1,751.000,0.100332
vanilla,10000,10,1,751.000,0.100499
vanilla,10000,10,1,752.000,0.100666
vanilla,10000,10,1,752.000,0.100832
vanilla,10000,10,1,753.000,0.100999
vanilla,10000,10,1,753.000,0.101166
vanilla,10000,10,1,753.000,0.101332
vanilla,10000,10,1,754.000,0.101499
vanilla,10000,10,1,754.000,0.101666
vanilla,10000,10,1,754.000,0.101832
vanilla,10000,10,1,755.000,0.101999
vanilla,10000,10,1,755.000,0.102166
vanilla,10000,10,1,755.000,0.102332
vanilla,10000,10,1,756.000,0.102499
vanilla,10000,10,1,756.000,0.102666
vanilla,10000,10,1,757.000,0.102832
vanilla,10000,10,1,757.000,0.102999
vanilla,10000,10,1,757.000,0.103166
vanilla,10000,10,1,758.000,0.103332
vanilla,10000,10,1,758.000,0.103499
vanilla,10000,10,1,758.000,0.103666
vanilla,10000,10,1,759.000,0.103832
vanilla,10000,10,1,759.000,0.103999
vanilla,10000,10,1,759.000,0.104166
vanilla,10000,10,1,760.000,0.104332
vanilla,10000,10,1,760.000,0.104499
vanilla,10000,10,1,760.000,0.104666
vanilla,10000,10,1,761.000,0.104832
vanilla,10000,10,1,761.000,0.104999
vanilla,10000,10,1,761.000,0.105166
vanilla,10000,10,1,762.000,0.105332
vanilla,10000,10,1,762.000,0.105499
vanilla,10000,10,1,762.000,0.105666
vanilla,10000,10,1,763.000,0.105832
vanilla,10000,10,1,763.000,0.105999
vanilla,10000,10,1,763.000,0.106166
vanilla,10000,10,1,764.000,0.106332
vanilla,10000,10,1,764.000,0.106499
vanilla,10000,10,1,764.000,0.106666
vanilla,10000,10,1,765.000,0.106832
vanilla,10000,10,1,765.000,0.106999
vanilla,10000,10,1,766.000,0.107166
vanilla,10000,10,1,766.000,0.107332
vanilla,10000,10,1,766.000,0.107499
vanilla,10000,10,1,767.000,0.107666
vanilla,10000,10,1,767.000,0.107832
vanilla,10000,10,1,767.000,0.107999
vanilla,10000,10,1,768.000,0.108166
vanilla,10000,10,1,768.000,0.108332
vanilla,10000,10,1,768.000,0.108499
vanilla,10000,10,1,768.000,0.108666
vanilla,10000,10,1,769.000,0.108832
vanilla,10000,10,1,769.000,0.108999
vanilla,10000,10,1,770.000,0.109166
vanilla,10000,10,1,770.000,0.109332
vanilla,10000,10,1,770.000,0.109499
vanilla,10000,10,1,771.000,0.109666
vanilla,10000,10,1,771.000,0.109832
vanilla,10000,10,1,771.000,0.109999
