label,concurrency,trials,avg_rps,std_rps,avg_mean_us,std_mean_us,avg_p50_us,std_p50_us,avg_p90_us,std_p90_us,avg_p95_us,std_p95_us,avg_p99_us,std_p99_us,avg_max_us,std_max_us,avg_transfer_kbps,std_transfer_kbps
tetragon,1000,3,31391.06,109.05,31856.333,110.533,30000.0,816.5,46333.3,471.4,61000.0,5715.5,75000.0,1414.2,464666.7,23584.4,5395.34,18.74
tetragon,2000,3,36302.48,168.00,55094.000,253.907,49333.3,471.4,84000.0,816.5,90333.3,1247.2,124666.7,3299.8,677333.3,90746.3,6239.49,28.87
tetragon,4000,3,44634.14,353.19,89623.333,713.022,87666.7,942.8,128333.3,3299.8,150000.0,3741.7,322333.3,471.4,1090666.7,56334.3,7671.49,60.71
tetragon,6000,3,41517.44,4419.11,146081.667,14710.153,106333.3,1699.7,194000.0,14352.7,323666.7,16048.5,527000.0,63827.9,18570000.0,9277633.4,7135.81,759.53
