label,rule_count,trials,avg_ops_sec,std_ops_sec,avg_latency_us,std_latency_us
vanilla,10,1,7492.1,0.0,133.47,0.00
vanilla,50,1,8784.8,0.0,113.83,0.00
vanilla,100,1,8865.9,0.0,112.79,0.00
vanilla,500,1,9005.6,0.0,111.04,0.00
vanilla,1000,1,8981.5,0.0,111.34,0.00
vanilla,2000,1,8977.0,0.0,111.40,0.00
