label,concurrency,trials,avg_rps,std_rps,avg_mean_us,std_mean_us,avg_p50_us,std_p50_us,avg_p90_us,std_p90_us,avg_p95_us,std_p95_us,avg_p99_us,std_p99_us,avg_max_us,std_max_us,avg_transfer_kbps,std_transfer_kbps
vanilla,500,1,27560.84,0.00,18142.000,0.000,13000.0,0.0,43000.0,0.0,51000.0,0.0,59000.0,0.0,286000.0,0.0,4737.02,0.00
vanilla,1000,3,30440.83,169.91,32851.667,184.149,25000.0,816.5,63000.0,1414.2,68666.7,471.4,76000.0,816.5,460333.3,8730.5,5232.02,29.21
vanilla,2000,3,34556.75,228.70,57878.000,384.674,52333.3,471.4,83333.3,471.4,89333.3,471.4,233333.3,34586.4,1145000.0,415885.4,5939.44,39.31
vanilla,4000,3,43533.78,632.00,91902.333,1347.111,91333.3,1247.2,119000.0,2160.2,144333.3,1885.6,322333.3,471.4,1437000.0,212679.7,7482.37,108.63
vanilla,6000,3,44235.69,4304.60,136965.000,13679.178,110333.3,1699.7,215000.0,50931.3,296000.0,64719.9,487666.7,95531.3,17619333.3,11822096.4,7603.01,739.86
