label,streams,trial,duration_s,sender_gbps,receiver_gbps,retransmits
vanilla,16,1,10,20.539376661721434,20.53927404353601,0
vanilla,32,1,10,20.238341650017798,20.238177756555917,0
vanilla,64,1,10,20.850019734255483,20.84977808187178,0
vanilla,128,1,10,18.973399876761842,18.972785960424087,0
vanilla,16,2,10,20.501807925864103,20.501754659313,0
vanilla,32,2,10,20.358783812448607,20.35867391721579,0
vanilla,64,2,10,20.85515990222776,20.854913974612256,0
vanilla,128,2,10,18.911004377015576,18.9104166235278,0
