timestamp,rule_count,agent_cpu_pct,agent_mem_mb
2026-02-12T15:52:06,50,97.94,645.8
2026-02-12T15:52:07,50,102.02,645.8
2026-02-12T15:52:08,50,99.26,645.8
2026-02-12T15:52:09,50,99.31,645.8
2026-02-12T15:52:10,50,100.87,645.8
2026-02-12T15:52:11,50,102.04,645.8
2026-02-12T15:52:12,50,100.87,645.8
2026-02-12T15:52:13,50,100.93,645.8
2026-02-12T15:52:14,50,100.28,645.8
2026-02-12T15:52:15,50,99.12,645.8
2026-02-12T15:52:16,50,102.02,645.8
2026-02-12T15:52:17,50,102.97,645.8
2026-02-12T15:52:18,50,100.98,645.8
2026-02-12T15:52:20,50,98.90,645.8
2026-02-12T15:52:21,50,100.99,645.8
2026-02-12T15:52:22,50,101.02,645.8
2026-02-12T15:52:23,50,101.13,646.3
2026-02-12T15:52:24,50,101.18,646.3
2026-02-12T15:52:25,50,101.09,646.3
2026-02-12T15:52:26,50,100.22,646.3
2026-02-12T15:52:27,50,98.94,646.3
2026-02-12T15:52:28,50,101.85,646.9
2026-02-12T15:52:29,50,99.88,646.9
