timestamp,rule_count,agent_cpu_pct,agent_mem_mb
2026-02-12T15:50:36,10,50.74,647.0
2026-02-12T15:50:37,10,51.28,647.0
2026-02-12T15:50:38,10,55.24,647.0
2026-02-12T15:50:39,10,56.26,647.0
2026-02-12T15:50:40,10,55.14,647.0
2026-02-12T15:50:41,10,50.45,647.0
2026-02-12T15:50:42,10,47.50,647.0
2026-02-12T15:50:43,10,54.32,647.0
2026-02-12T15:50:44,10,52.27,647.0
2026-02-12T15:50:45,10,54.28,647.0
2026-02-12T15:50:46,10,53.32,647.0
2026-02-12T15:50:47,10,57.27,647.0
2026-02-12T15:50:48,10,50.38,647.0
2026-02-12T15:50:49,10,56.27,647.0
2026-02-12T15:50:50,10,59.26,647.0
2026-02-12T15:50:51,10,60.38,647.0
2026-02-12T15:50:52,10,53.41,647.0
2026-02-12T15:50:53,10,52.29,647.0
2026-02-12T15:50:54,10,56.30,647.0
2026-02-12T15:50:55,10,50.56,647.6
2026-02-12T15:50:56,10,56.13,647.6
