timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T22:14:19,100,71.30,459.6,2.8,2808,63960
2026-02-12T22:14:20,100,75.89,459.6,3.0,2804,63960
2026-02-12T22:14:21,100,74.80,459.6,3.4,2821,63960
2026-02-12T22:14:22,100,74.89,459.6,3.0,2817,63960
2026-02-12T22:14:23,100,74.88,459.6,3.0,2818,63960
2026-02-12T22:14:24,100,75.03,459.6,2.9,2813,63960
2026-02-12T22:14:25,100,74.88,459.6,3.8,2816,63960
2026-02-12T22:14:26,100,77.95,459.6,3.1,2812,63960
2026-02-12T22:14:27,100,73.91,459.6,3.0,2806,63960
2026-02-12T22:14:28,100,74.78,459.6,3.1,2799,63960
