timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T21:57:46,1,0.99,74.6,0.6,2612,63960
2026-02-12T21:57:47,1,1.99,75.8,0.6,2598,63960
2026-02-12T21:57:48,1,6.97,79.0,0.8,2600,63960
2026-02-12T21:57:49,1,1.00,80.5,0.6,2595,63960
2026-02-12T21:57:50,1,2.99,81.6,0.6,2592,63960
2026-02-12T21:57:51,1,0.00,81.6,0.7,2596,63960
2026-02-12T21:57:52,1,12.98,82.7,0.9,2598,63960
2026-02-12T21:57:53,1,1.00,82.7,0.6,2592,63960
2026-02-12T21:57:54,1,0.00,82.7,1.2,2597,63960
2026-02-12T21:57:55,1,-37.87,0,3.1,2664,63960
