timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T22:10:17,50,53.28,459.1,2.3,2836,63960
2026-02-12T22:10:18,50,58.95,459.5,2.6,2828,63960
2026-02-12T22:10:19,50,57.83,459.5,3.6,2818,63960
2026-02-12T22:10:20,50,56.86,459.5,2.9,2806,63960
2026-02-12T22:10:21,50,58.17,459.5,2.2,2802,63960
2026-02-12T22:10:22,50,62.97,459.5,2.8,2794,63960
2026-02-12T22:10:23,50,61.97,459.5,2.6,2792,63960
2026-02-12T22:10:25,50,61.90,459.5,3.0,2794,63960
2026-02-12T22:10:26,50,63.00,459.5,2.6,2795,63960
2026-02-12T22:10:27,50,59.10,459.5,2.7,2793,63960
