timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T22:02:23,5,5.00,462.0,0.8,2830,63960
2026-02-12T22:02:24,5,5.97,462.0,1.3,2828,63960
2026-02-12T22:02:25,5,5.98,462.0,0.9,2830,63960
2026-02-12T22:02:26,5,5.97,460.2,0.9,2823,63960
2026-02-12T22:02:27,5,4.98,460.2,0.8,2815,63960
2026-02-12T22:02:28,5,5.97,460.2,0.7,2812,63960
2026-02-12T22:02:29,5,5.97,460.5,1.0,2807,63960
2026-02-12T22:02:30,5,5.97,460.5,0.8,2805,63960
2026-02-12T22:02:31,5,5.97,460.5,1.0,2809,63960
2026-02-12T22:02:32,5,5.97,460.5,0.9,2805,63960
