timestamp,rule_count,agent_cpu_pct,agent_mem_mb
2026-02-12T15:52:38,50,101.92,646.9
2026-02-12T15:52:39,50,99.99,646.9
2026-02-12T15:52:40,50,99.08,646.9
2026-02-12T15:52:41,50,101.78,646.9
2026-02-12T15:52:42,50,101.97,646.9
2026-02-12T15:52:43,50,101.13,646.9
2026-02-12T15:52:44,50,100.39,646.9
2026-02-12T15:52:45,50,99.19,646.9
2026-02-12T15:52:46,50,101.18,646.9
2026-02-12T15:52:47,50,101.03,646.9
2026-02-12T15:52:48,50,101.98,646.9
2026-02-12T15:52:49,50,101.30,646.9
2026-02-12T15:52:50,50,101.05,646.9
2026-02-12T15:52:51,50,97.80,646.9
2026-02-12T15:52:52,50,101.13,646.9
2026-02-12T15:52:53,50,101.30,646.9
2026-02-12T15:52:54,50,101.18,646.9
2026-02-12T15:52:55,50,103.15,646.9
2026-02-12T15:52:56,50,99.17,646.9
2026-02-12T15:52:57,50,99.14,646.9
2026-02-12T15:52:58,50,101.94,646.9
