timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T22:06:24,10,7.01,457.9,0.9,2836,63960
2026-02-12T22:06:25,10,7.97,457.9,0.9,2829,63960
2026-02-12T22:06:26,10,6.97,457.9,0.7,2822,63960
2026-02-12T22:06:27,10,7.98,458.6,0.7,2804,63960
2026-02-12T22:06:28,10,6.97,458.6,0.9,2793,63960
2026-02-12T22:06:29,10,7.97,458.6,0.7,2791,63960
2026-02-12T22:06:30,10,7.97,458.6,0.7,2790,63960
2026-02-12T22:06:31,10,6.97,458.6,1.0,2803,63960
2026-02-12T22:06:32,10,7.96,458.6,1.5,2803,63960
2026-02-12T22:06:33,10,7.97,458.6,0.7,2794,63960
