timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T22:01:48,5,0.00,72.8,0.8,2581,63960
2026-02-12T22:01:49,5,0.00,72.8,0.5,2579,63960
2026-02-12T22:01:50,5,1.00,73.1,0.6,2574,63960
2026-02-12T22:01:51,5,8.97,78.4,1.0,2585,63960
2026-02-12T22:01:52,5,1.00,79.5,0.7,2579,63960
2026-02-12T22:01:53,5,3.98,80.6,0.7,2578,63960
2026-02-12T22:01:54,5,0.00,80.6,0.6,2574,63960
2026-02-12T22:01:55,5,11.96,81.3,1.1,2578,63960
2026-02-12T22:01:56,5,1.99,81.3,1.5,2583,63960
2026-02-12T22:01:57,5,1.00,81.3,1.0,2601,63960
