timestamp,rule_count,agent_cpu_pct,agent_mem_mb
2026-02-12T15:57:30,250,93.83,649.6
2026-02-12T15:57:31,250,99.93,650.1
2026-02-12T15:57:32,250,99.15,650.1
2026-02-12T15:57:33,250,100.89,650.1
2026-02-12T15:57:34,250,101.44,650.1
2026-02-12T15:57:35,250,101.88,650.1
2026-02-12T15:57:36,250,99.20,650.1
2026-02-12T15:57:37,250,99.93,650.1
2026-02-12T15:57:38,250,101.94,650.1
2026-02-12T15:57:39,250,100.98,650.1
2026-02-12T15:57:40,250,101.87,650.1
2026-02-12T15:57:41,250,100.17,650.1
2026-02-12T15:57:42,250,99.09,650.1
2026-02-12T15:57:43,250,100.92,650.1
2026-02-12T15:57:44,250,101.87,650.1
2026-02-12T15:57:45,250,99.84,650.1
2026-02-12T15:57:46,250,102.01,650.1
2026-02-12T15:57:47,250,100.03,650.1
2026-02-12T15:57:48,250,100.25,650.1
2026-02-12T15:57:49,250,101.91,650.1
2026-02-12T15:57:50,250,100.11,650.1
2026-02-12T15:57:51,250,100.06,650.1
