timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T22:10:00,50,53.18,459.7,2.6,2803,63960
2026-02-12T22:10:01,50,58.98,459.7,2.8,2814,63960
2026-02-12T22:10:02,50,60.89,459.7,2.8,2807,63960
2026-02-12T22:10:03,50,56.81,459.1,2.8,2803,63960
2026-02-12T22:10:04,50,57.96,459.1,2.6,2799,63960
2026-02-12T22:10:05,50,59.01,459.1,3.3,2818,63960
2026-02-12T22:10:06,50,62.06,459.1,2.5,2815,63960
2026-02-12T22:10:07,50,60.94,459.1,2.9,2815,63960
2026-02-12T22:10:08,50,59.02,459.1,2.6,2804,63960
2026-02-12T22:10:09,50,55.92,459.1,2.6,2798,63960
