timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T22:09:42,50,63.79,504.7,2.7,2892,63960
2026-02-12T22:09:43,50,67.03,500.0,2.6,2882,63960
2026-02-12T22:09:44,50,66.00,494.5,2.7,2876,63960
2026-02-12T22:09:45,50,62.87,486.8,3.2,2858,63960
2026-02-12T22:09:46,50,59.00,474.5,2.5,2841,63960
2026-02-12T22:09:47,50,58.00,467.9,2.5,2834,63960
2026-02-12T22:09:48,50,58.91,461.9,2.8,2824,63960
2026-02-12T22:09:49,50,60.05,458.6,2.5,2817,63960
2026-02-12T22:09:50,50,59.98,459.0,3.0,2817,63960
2026-02-12T22:09:51,50,55.92,459.0,2.6,2815,63960
