timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T21:58:04,1,100.08,511.7,2.8,2912,63960
2026-02-12T21:58:05,1,100.41,517.3,3.0,2906,63960
2026-02-12T21:58:06,1,20.91,513.1,1.2,2905,63960
2026-02-12T21:58:07,1,3.98,513.1,0.7,2903,63960
2026-02-12T21:58:08,1,3.98,513.1,0.7,2895,63960
2026-02-12T21:58:09,1,3.98,513.1,0.8,2890,63960
2026-02-12T21:58:10,1,3.98,513.1,0.8,2885,63960
2026-02-12T21:58:11,1,3.98,476.0,1.0,2851,63960
2026-02-12T21:58:12,1,3.98,476.0,0.8,2847,63960
2026-02-12T21:58:13,1,3.98,476.0,0.7,2845,63960
