timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T22:14:01,100,69.39,459.3,3.1,2823,63960
2026-02-12T22:14:02,100,74.88,459.3,3.1,2818,63960
2026-02-12T22:14:03,100,75.94,459.3,3.0,2816,63960
2026-02-12T22:14:04,100,73.91,459.3,3.1,2815,63960
2026-02-12T22:14:05,100,77.00,459.3,3.1,2816,63960
2026-02-12T22:14:06,100,72.89,459.3,3.1,2812,63960
2026-02-12T22:14:07,100,74.88,458.9,3.0,2804,63960
2026-02-12T22:14:08,100,75.02,458.9,2.9,2801,63960
2026-02-12T22:14:09,100,76.95,458.9,3.2,2797,63960
2026-02-12T22:14:10,100,73.86,460.0,3.2,2806,63960
