timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T21:58:22,1,5.01,457.0,0.7,2834,63960
2026-02-12T21:58:23,1,3.99,457.0,0.7,2830,63960
2026-02-12T21:58:24,1,3.99,457.0,0.6,2829,63960
2026-02-12T21:58:25,1,4.98,458.5,0.9,2841,63960
2026-02-12T21:58:26,1,3.98,458.5,1.4,2840,63960
2026-02-12T21:58:27,1,4.98,458.5,0.6,2838,63960
2026-02-12T21:58:28,1,3.99,458.5,0.6,2835,63960
2026-02-12T21:58:29,1,4.98,458.5,0.7,2830,63960
2026-02-12T21:58:30,1,3.98,458.5,0.9,2823,63960
2026-02-12T21:58:31,1,4.98,458.1,0.8,2839,63960
