timestamp,rule_count,agent_cpu_pct,agent_mem_mb
2026-02-12T15:57:04,250,0.00,72.0
2026-02-12T15:57:05,250,0.99,72.0
2026-02-12T15:57:06,250,9.88,72.6
2026-02-12T15:57:07,250,22.67,78.2
2026-02-12T15:57:08,250,3.95,78.2
2026-02-12T15:57:09,250,2.96,78.2
2026-02-12T15:57:10,250,0.00,78.2
2026-02-12T15:57:11,250,32.51,78.2
2026-02-12T15:57:12,250,2.96,78.2
2026-02-12T15:57:13,250,1.97,78.2
2026-02-12T15:57:14,250,56.23,0
2026-02-12T15:57:15,250,-158.18,0
2026-02-12T15:57:16,250,0.00,0
2026-02-12T15:57:17,250,0.00,0
2026-02-12T15:57:18,250,0.00,0
2026-02-12T15:57:19,250,0.00,0
2026-02-12T15:57:20,250,0.00,0
2026-02-12T15:57:21,250,0.00,0
