label,trials,avg_agent_cpu,std_agent_cpu,avg_agent_mem,std_agent_mem,avg_node_cpu,std_node_cpu,avg_node_mem,std_node_mem
tetragon,1,268.12,0.00,124.8,0.0,11.2,0.0,1281,0
