label,trials,avg_agent_cpu,std_agent_cpu,avg_agent_mem,std_agent_mem,avg_node_cpu,std_node_cpu,avg_node_mem,std_node_mem
tetragon,1,150.92,0.00,86.5,0.0,6.4,0.0,1022,0
