timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T22:22:29,5,16.04,147.0,1.2,2735,63960
2026-02-12T22:22:30,5,17.94,147.0,1.3,2724,63960
2026-02-12T22:22:31,5,17.93,147.0,1.2,2737,63960
2026-02-12T22:22:32,5,17.94,147.0,1.1,2731,63960
2026-02-12T22:22:33,5,23.93,147.0,1.0,2730,63960
2026-02-12T22:22:34,5,16.94,147.0,0.9,2728,63960
2026-02-12T22:22:35,5,18.94,147.0,1.1,2744,63960
2026-02-12T22:22:36,5,16.93,147.0,0.9,2741,63960
2026-02-12T22:22:37,5,17.95,147.0,0.9,2740,63960
2026-02-12T22:22:38,5,16.94,147.0,0.9,2732,63960
