timestamp,rule_count,agent_cpu_pct,agent_mem_mb
2026-02-12T16:05:39,100,92.68,152.1
2026-02-12T16:05:40,100,111.82,152.1
2026-02-12T16:05:41,100,114.79,152.7
2026-02-12T16:05:42,100,114.66,152.7
2026-02-12T16:05:43,100,113.72,152.7
2026-02-12T16:05:44,100,116.66,152.7
2026-02-12T16:05:45,100,128.50,152.7
2026-02-12T16:05:46,100,117.87,152.7
2026-02-12T16:05:47,100,105.91,152.7
2026-02-12T16:05:48,100,113.77,152.7
2026-02-12T16:05:49,100,116.96,152.7
2026-02-12T16:05:50,100,112.65,152.7
2026-02-12T16:05:51,100,124.92,152.7
2026-02-12T16:05:52,100,109.99,152.7
2026-02-12T16:05:53,100,114.46,153.3
2026-02-12T16:05:54,100,109.83,153.3
2026-02-12T16:05:55,100,110.62,153.3
2026-02-12T16:05:56,100,125.76,153.3
2026-02-12T16:05:57,100,114.55,153.3
2026-02-12T16:05:58,100,110.81,153.3
