timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T22:28:50,50,17.04,158.2,0.9,2745,63960
2026-02-12T22:28:51,50,17.94,158.2,1.2,2747,63960
2026-02-12T22:28:52,50,16.95,158.2,1.4,2753,63960
2026-02-12T22:28:53,50,17.93,158.2,1.0,2750,63960
2026-02-12T22:28:54,50,17.93,158.2,1.1,2748,63960
2026-02-12T22:28:55,50,16.92,158.2,1.1,2774,63960
2026-02-12T22:28:56,50,17.93,158.2,1.1,2773,63960
2026-02-12T22:28:57,50,17.93,158.2,0.9,2767,63960
2026-02-12T22:28:58,50,17.91,158.2,1.0,2765,63960
2026-02-12T22:28:59,50,15.93,158.2,0.9,2757,63960
