timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T22:31:57,100,16.05,166.5,0.9,2753,63960
2026-02-12T22:31:58,100,17.93,166.5,1.0,2749,63960
2026-02-12T22:31:59,100,17.94,166.5,0.9,2748,63960
2026-02-12T22:32:00,100,19.91,166.5,1.2,2741,63960
2026-02-12T22:32:01,100,17.92,166.5,1.2,2767,63960
2026-02-12T22:32:02,100,17.94,166.5,0.9,2764,63960
2026-02-12T22:32:03,100,17.93,166.5,0.9,2759,63960
2026-02-12T22:32:04,100,16.93,166.5,1.0,2757,63960
2026-02-12T22:32:05,100,17.94,166.5,1.9,2767,63960
2026-02-12T22:32:06,100,16.92,166.9,1.0,2762,63960
