timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T22:32:14,100,16.04,166.9,0.9,2751,63960
2026-02-12T22:32:15,100,17.90,166.9,1.2,2759,63960
2026-02-12T22:32:16,100,29.90,166.9,1.1,2757,63960
2026-02-12T22:32:17,100,16.94,166.9,0.9,2754,63960
2026-02-12T22:32:18,100,17.92,166.9,1.7,2752,63960
2026-02-12T22:32:19,100,16.94,166.9,0.9,2745,63960
2026-02-12T22:32:20,100,17.94,166.9,0.9,2747,63960
2026-02-12T22:32:21,100,17.94,166.9,1.0,2747,63960
2026-02-12T22:32:22,100,16.95,166.9,0.8,2746,63960
2026-02-12T22:32:23,100,16.95,166.9,0.9,2744,63960
