timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T22:18:45,1,16.90,142.0,1.2,2778,63960
2026-02-12T22:18:46,1,16.93,142.0,0.9,2770,63960
2026-02-12T22:18:47,1,17.95,142.0,0.8,2766,63960
2026-02-12T22:18:48,1,16.95,142.0,0.9,2759,63960
2026-02-12T22:18:49,1,17.92,142.0,1.0,2753,63960
2026-02-12T22:18:50,1,16.95,142.0,0.8,2746,63960
2026-02-12T22:18:51,1,17.93,145.3,1.2,2763,63960
2026-02-12T22:18:52,1,16.94,146.5,1.0,2752,63960
2026-02-12T22:18:53,1,17.94,146.8,1.5,2739,63960
2026-02-12T22:18:54,1,20.93,150.2,1.0,2736,63960
