timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T22:25:38,10,16.04,152.2,0.9,2743,63960
2026-02-12T22:25:39,10,17.91,152.2,1.0,2736,63960
2026-02-12T22:25:40,10,16.94,152.2,0.9,2732,63960
2026-02-12T22:25:41,10,17.94,152.2,1.1,2745,63960
2026-02-12T22:25:42,10,16.96,152.2,0.8,2743,63960
2026-02-12T22:25:43,10,17.91,152.2,1.1,2740,63960
2026-02-12T22:25:44,10,17.94,152.2,0.8,2738,63960
2026-02-12T22:25:45,10,17.96,152.2,1.0,2754,63960
2026-02-12T22:25:46,10,16.93,152.2,0.9,2748,63960
2026-02-12T22:25:47,10,17.94,152.2,1.0,2743,63960
