timestamp,rule_count,agent_cpu_pct,agent_mem_mb
2026-02-12T16:07:25,250,78.60,164.3
2026-02-12T16:07:26,250,107.89,164.3
2026-02-12T16:07:27,250,100.10,164.3
2026-02-12T16:07:28,250,103.03,164.3
2026-02-12T16:07:29,250,118.78,163.8
2026-02-12T16:07:30,250,117.94,163.8
2026-02-12T16:07:31,250,121.78,163.8
2026-02-12T16:07:32,250,116.02,163.8
2026-02-12T16:07:33,250,115.81,163.8
2026-02-12T16:07:34,250,123.85,163.8
2026-02-12T16:07:35,250,113.86,163.8
2026-02-12T16:07:36,250,118.78,163.8
2026-02-12T16:07:37,250,108.82,163.8
2026-02-12T16:07:38,250,112.98,163.8
2026-02-12T16:07:39,250,114.95,163.8
2026-02-12T16:07:40,250,129.76,163.8
2026-02-12T16:07:41,250,114.96,163.8
2026-02-12T16:07:42,250,112.14,163.8
2026-02-12T16:07:43,250,106.07,163.8
