timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T22:19:20,1,17.03,151.3,0.9,2742,63960
2026-02-12T22:19:21,1,16.95,151.3,1.2,2751,63960
2026-02-12T22:19:22,1,22.91,140.6,1.0,2736,63960
2026-02-12T22:19:23,1,16.92,140.6,1.7,2743,63960
2026-02-12T22:19:24,1,17.92,140.6,1.0,2739,63960
2026-02-12T22:19:25,1,17.93,140.6,1.1,2739,63960
2026-02-12T22:19:26,1,16.94,140.6,0.8,2735,63960
2026-02-12T22:19:27,1,16.94,140.6,1.0,2728,63960
2026-02-12T22:19:28,1,17.92,140.6,1.0,2725,63960
2026-02-12T22:19:29,1,18.92,140.6,1.1,2726,63960
