timestamp,rule_count,agent_cpu_pct,agent_mem_mb
2026-02-12T16:04:34,100,80.10,151.0
2026-02-12T16:04:35,100,104.86,151.0
2026-02-12T16:04:36,100,110.62,151.0
2026-02-12T16:04:37,100,101.84,151.0
2026-02-12T16:04:38,100,109.18,151.0
2026-02-12T16:04:39,100,86.95,151.0
2026-02-12T16:04:40,100,97.87,151.0
2026-02-12T16:04:41,100,88.90,151.0
2026-02-12T16:04:42,100,91.88,151.0
2026-02-12T16:04:43,100,114.79,151.0
2026-02-12T16:04:44,100,109.70,151.0
2026-02-12T16:04:45,100,113.86,151.0
2026-02-12T16:04:46,100,117.82,151.0
2026-02-12T16:04:47,100,119.57,151.0
2026-02-12T16:04:48,100,127.65,151.0
2026-02-12T16:04:49,100,102.93,151.0
2026-02-12T16:04:50,100,121.09,151.0
2026-02-12T16:04:51,100,114.76,151.0
2026-02-12T16:04:52,100,116.80,151.0
2026-02-12T16:04:53,100,114.84,151.0
2026-02-12T16:04:55,100,124.67,151.0
