timestamp,rule_count,agent_cpu_pct,agent_mem_mb
2026-02-12T16:03:39,50,86.71,151.0
2026-02-12T16:03:40,50,116.80,151.0
2026-02-12T16:03:41,50,117.84,151.0
2026-02-12T16:03:42,50,112.52,151.0
2026-02-12T16:03:43,50,105.64,151.0
2026-02-12T16:03:44,50,113.88,151.0
2026-02-12T16:03:45,50,96.99,151.0
2026-02-12T16:03:46,50,104.94,151.0
2026-02-12T16:03:47,50,102.52,151.0
2026-02-12T16:03:48,50,105.80,151.0
2026-02-12T16:03:49,50,118.67,151.0
2026-02-12T16:03:50,50,95.89,151.0
2026-02-12T16:03:51,50,90.98,151.0
2026-02-12T16:03:52,50,95.00,151.0
2026-02-12T16:03:53,50,100.64,151.0
2026-02-12T16:03:54,50,103.80,151.0
2026-02-12T16:03:55,50,97.14,151.0
2026-02-12T16:03:56,50,103.90,151.0
2026-02-12T16:03:57,50,82.30,151.0
2026-02-12T16:03:58,50,88.19,151.0
2026-02-12T16:03:59,50,85.15,151.0
2026-02-12T16:04:00,50,91.13,151.0
2026-02-12T16:04:01,50,100.92,151.0
2026-02-12T16:04:02,50,92.89,151.0
2026-02-12T16:04:03,50,97.78,151.0
2026-02-12T16:04:04,50,83.89,151.0
