timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T22:28:32,50,16.05,157.9,0.8,2756,63960
2026-02-12T22:28:33,50,17.94,157.9,0.9,2755,63960
2026-02-12T22:28:34,50,16.94,157.9,0.9,2752,63960
2026-02-12T22:28:35,50,17.95,157.9,1.1,2751,63960
2026-02-12T22:28:36,50,17.96,157.9,0.7,2747,63960
2026-02-12T22:28:37,50,16.95,157.9,0.8,2745,63960
2026-02-12T22:28:38,50,28.95,157.9,1.6,2741,63960
2026-02-12T22:28:39,50,16.95,157.9,0.8,2739,63960
2026-02-12T22:28:40,50,17.94,157.9,0.9,2739,63960
2026-02-12T22:28:41,50,17.94,157.9,1.0,2746,63960
