timestamp,rule_count,agent_cpu_pct,agent_mem_mb
2026-02-12T16:07:53,250,80.63,163.8
2026-02-12T16:07:54,250,112.59,163.8
2026-02-12T16:07:55,250,106.56,163.8
2026-02-12T16:07:56,250,103.99,163.8
2026-02-12T16:07:57,250,110.95,163.8
2026-02-12T16:07:58,250,114.76,163.8
2026-02-12T16:07:59,250,112.82,163.8
2026-02-12T16:08:00,250,125.38,163.8
2026-02-12T16:08:01,250,115.12,163.8
2026-02-12T16:08:02,250,108.76,163.8
2026-02-12T16:08:03,250,109.03,163.8
2026-02-12T16:08:04,250,116.94,163.8
2026-02-12T16:08:05,250,114.49,163.8
2026-02-12T16:08:06,250,110.85,163.8
2026-02-12T16:08:07,250,95.22,163.8
2026-02-12T16:08:08,250,105.77,163.8
2026-02-12T16:08:09,250,113.86,163.8
2026-02-12T16:08:10,250,108.57,163.8
2026-02-12T16:08:11,250,115.68,163.8
2026-02-12T16:08:12,250,120.58,163.8
2026-02-12T16:08:13,250,98.98,163.8
