timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T22:25:21,10,17.05,151.9,1.2,2731,63960
2026-02-12T22:25:22,10,17.94,151.9,0.9,2730,63960
2026-02-12T22:25:23,10,16.93,151.9,0.9,2727,63960
2026-02-12T22:25:24,10,16.92,151.9,1.2,2726,63960
2026-02-12T22:25:25,10,18.95,151.9,1.5,2740,63960
2026-02-12T22:25:26,10,16.90,151.9,1.1,2735,63960
2026-02-12T22:25:27,10,16.92,151.9,0.9,2736,63960
2026-02-12T22:25:28,10,16.93,151.9,1.0,2735,63960
2026-02-12T22:25:29,10,17.93,151.9,1.0,2725,63960
2026-02-12T22:25:30,10,24.87,151.9,1.2,2719,63960
