timestamp,rule_count,agent_cpu_pct,agent_mem_mb,node_cpu_pct,node_mem_used_mb,node_mem_total_mb
2026-02-12T22:25:03,10,15.90,150.7,1.1,2706,63960
2026-02-12T22:25:04,10,17.94,150.7,0.9,2703,63960
2026-02-12T22:25:05,10,16.93,150.7,1.1,2730,63960
2026-02-12T22:25:06,10,17.95,150.7,0.8,2725,63960
2026-02-12T22:25:07,10,16.93,150.7,0.9,2723,63960
2026-02-12T22:25:08,10,24.91,150.7,1.0,2717,63960
2026-02-12T22:25:09,10,16.95,150.7,1.6,2732,63960
2026-02-12T22:25:10,10,16.93,150.7,0.9,2730,63960
2026-02-12T22:25:11,10,17.91,150.7,1.2,2748,63960
2026-02-12T22:25:12,10,16.94,150.7,0.9,2744,63960
