label,trial,avg_agent_cpu,std_agent_cpu,avg_agent_mem,std_agent_mem,avg_node_cpu,std_node_cpu,avg_node_mem,std_node_mem,samples
falco,1,2.98,0.32,327.4,0.0,1.4,0.4,1875,1,6
